date,window_length_requested,actual_length,beta,pinned
1995-03-28,750,750,0.9225951748646136,False
1995-03-28,1000,1000,0.9838496644198369,False
1995-03-28,1500,1323,1.0,True
1995-05-01,200,200,0.917541658611238,False
1995-05-01,300,300,0.8741873573955773,False
1995-05-01,500,500,0.8863325828420745,False
1995-05-01,750,750,0.9046686395761872,False
1995-05-01,1000,1000,0.9727315858842855,False
1995-05-01,1500,1346,0.9999999994438968,True
1995-05-04,200,200,0.9140828577314569,False
1995-05-04,300,300,0.8719120421599504,False
1995-05-04,500,500,0.8849124002976713,False
1995-05-04,750,750,0.9032057674135976,False
1995-05-04,1000,1000,0.9706696956311818,False
1995-05-04,1500,1349,1.0,True
1995-05-10,200,200,0.9107097907863476,False
1995-05-10,300,300,0.8732822339385868,False
1995-05-10,500,500,0.8813906589245722,False
1995-05-10,750,750,0.9027344246525429,False
1995-05-10,1000,1000,0.9713821125633919,False
1995-05-10,1500,1353,1.0,True
1995-05-25,200,200,0.8990330481795529,False
1995-05-25,300,300,0.8733854675884937,False
1995-05-25,500,500,0.855628456161114,False
1995-05-25,750,750,0.8911274503128498,False
1995-05-25,1000,1000,0.9592214464800508,False
1995-05-25,1500,1364,1.0,True
1995-05-30,200,200,0.8940375932720869,False
1995-05-30,300,300,0.8699097861407536,False
1995-05-30,500,500,0.8537378152055854,False
1995-05-30,750,750,0.8862063802519001,False
1995-05-30,1000,1000,0.9535705490019407,False
1995-05-30,1500,1366,0.9999999971619098,True
1995-06-02,200,200,0.8978819802146651,False
1995-06-02,300,300,0.8663424874459601,False
1995-06-02,500,500,0.8491510704866284,False
1995-06-02,750,750,0.8795073407485697,False
1995-06-02,1000,1000,0.9469551542317781,False
1995-06-02,1500,1369,0.9999999999999934,True
